state,lea_or_school_name,entity_type,nces_id,tool_class,vendor,product_name,scope,campus_names_if_public,data_collected_summary,pii_or_student_content,lockdown_or_law_enforcement_notify,human_verification,status,first_public_date,last_verified_at,sources,notes,districts_csv_match,host_lea_districts_csv_match
GA,Valdosta City Schools,traditional_lea,1305310,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.gocats.org/article/2654416,District-wide launch Jan 6 2026 for all students and teachers (Dir. of Instructional Technology Dr. Kendal Crawford).,Valdosta City Schools,
GA,Douglas County School System,traditional_lea,1301860,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/4790/Sms/7caa9876-2701-4ffd-83f9-53e3aaef0a54/GenAI_Guidelines.pdf,DCSS GenAI Guidelines cite Google Gemini as worked example / attribution model.,Douglas County School System,
GA,Lumpkin County Schools,traditional_lea,1303420,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/926/Lumpkin_County_Schools/62752c44-faae-4572-9eb3-3e708a1f3b32/LCSS_Code_of_Conduct.pdf,LCSS AI Usage Procedures / Tech AUP Gemini section; district-approved tools only (chatgpt=no baseline).,Lumpkin County Schools,
GA,Gilmer County Schools,traditional_lea,1302340,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.gilmerschools.com/215515_2,Gilmer School of EdTech hosts GCS Gemini AI Certification for staff.,Gilmer County Schools,
GA,Habersham County Schools,traditional_lea,1302580,ai_tutoring_platform,Amira Learning,Amira,districtwide,,Student oral reading assessment/tutoring data,yes,unknown,unknown,deployed,,2026-09-14,https://4.files.edl.io/1a04/08/05/26/125854-d523bb1c-dcae-45ae-8f1c-6552a314f782.pdf,FY27 Software Usage Agreement lists Amira among approved apps.,Habersham County Schools,
GA,Jasper County Charter System,traditional_lea,1302970,ai_tutoring_platform,Amira Learning,Amira,districtwide,,Student oral reading assessment/tutoring data,yes,unknown,unknown,deployed,,2026-09-14,https://www.jasper.k12.ga.us/departments/teaching-and-learning/district-approved-resources|https://resources.finalsite.net/images/v1758722592/jasperk12gaus/bxzz4jon3n6bihs2dhwc/25-26JCCSHQIMCurriculum_APPs.pdf,Amira approved K-8 reading on district approved resources / HQIM apps lists.,Jasper County Charter System,
GA,Troup County School System,traditional_lea,1300001,ai_tutoring_platform,Amira Learning,Amira,districtwide,,Student oral reading assessment/tutoring data,yes,unknown,unknown,deployed,,2026-09-14,https://www.troup.org/curriculum-instruction-professional-learning/teaching-and-learning/curriculum-resource-information-for-families,primary_edtech_ai=Amira from prior Troup research (literacy AI; no ChatGPT-style classroom GenAI policy).,Troup County School System,
GA,Savannah-Chatham County Public School System,traditional_lea,1301020,ai_tutoring_platform,Amira Learning,Amira,districtwide,,Student oral reading assessment/tutoring data,yes,unknown,unknown,deployed,,2026-09-14,https://www.hmhco.com/research/amira-savannah-chatham-county-public-school|https://pooler.sccpss.com/academics/amira,SCCPSS Amira reading tutor (HMH/CPRE study + campus Amira pages).,Savannah-Chatham County Public School System,
GA,Savannah-Chatham County Public School System,traditional_lea,1301020,classroom_genai,HMH,Writeable,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.sccpss.com/news/news-landing-page/~board/district-news/post/02072024,Board-approved AI-supported writing platform (HMH package) per prior Savannah SE findings / district news.,Savannah-Chatham County Public School System,
GA,Dodge County Schools,traditional_lea,1301770,classroom_genai,OpenAI,ChatGPT,unknown,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,unknown,,2026-09-14,https://www.dodge.k12.ga.us/departments/technology,Technology AI Resources lists teacher ChatGPT custom GPTs for lesson design (chatgpt_on_approved_list=yes baseline).,Dodge County Schools,
GA,Randolph County Schools,traditional_lea,1304350,classroom_genai,OpenAI,ChatGPT,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://content.myconnectsuite.com/api/documents/c97557127f0045428003149e51ef5c78.pdf,2026-27 AUP §1.1.15: student email/Chromebook access to open AI software such as ChatGPT (blockable); teachers may allow.,Randolph County Schools,
GA,Bibb County Schools,traditional_lea,1300420,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,unknown,,2026-09-14,https://www.bcsdk12.net/,Prior GA fill: DIG IN PD included MagicSchool AI; no exclusive ChatGPT allowlist published.,Bibb County Schools,
GA,Rome City Schools,traditional_lea,1304440,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,unknown,,2026-09-14,https://www.rcs.rome.ga.us/article/2074809,Prior GA fill: MagicSchool-linked AI practice + 2024 Community AI night for parents.,Rome City Schools,
GA,Decatur County Schools,traditional_lea,1301710,classroom_genai,MagicSchool,MagicSchool AI,pilot,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,pilot,,2026-09-14,https://bhs.boe.dcboe.com/o/bhs/article/2405186|https://www.dcboe.com/article/2264640,Prior GA fill: AI The Bearcat Way + MagicSchool exploration/podcast with GaTech AIM STEM.,Decatur County Schools,
TN,Alcoa City Schools,traditional_lea,,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.alcoaschools.net/apps/pages/index.jsp?pREC_ID=2603959&type=d&uREC_ID=1360816,Listed on Alcoa Approved AI Services page.,Alcoa City Schools,
TN,Alcoa City Schools,traditional_lea,,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.alcoaschools.net/apps/pages/index.jsp?pREC_ID=2603959&type=d&uREC_ID=1360816,Listed on Alcoa Approved AI Services page.,Alcoa City Schools,
TN,Alcoa City Schools,traditional_lea,,classroom_genai,Google,NotebookLM,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.alcoaschools.net/apps/pages/index.jsp?pREC_ID=2603959&type=d&uREC_ID=1360816,Listed on Alcoa Approved AI Services page.,Alcoa City Schools,
TN,Alcoa City Schools,traditional_lea,,classroom_genai,Anthropic,Claude for Teachers,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.alcoaschools.net/apps/pages/index.jsp?pREC_ID=2603959&type=d&uREC_ID=1360816,Listed on Alcoa Approved AI Services page.,Alcoa City Schools,
TN,Bradley County Schools,traditional_lea,,classroom_genai,OpenAI,ChatGPT,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bradleyschools.org/departments/technology/bcs-approved-ai-programs,On BCS Approved AI-based/AI-Integrated Programs list.,Bradley County Schools,
TN,Bradley County Schools,traditional_lea,,classroom_genai,Anthropic,Claude AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bradleyschools.org/departments/technology/bcs-approved-ai-programs,On BCS approved AI programs list.,Bradley County Schools,
TN,Bradley County Schools,traditional_lea,,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bradleyschools.org/departments/technology/bcs-approved-ai-programs,On BCS approved AI programs list.,Bradley County Schools,
TN,Bradley County Schools,traditional_lea,,classroom_genai,Google,NotebookLM,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bradleyschools.org/departments/technology/bcs-approved-ai-programs,Listed as Gemini Notebook (formerly Google Notebook LM) on BCS approved list.,Bradley County Schools,
TN,Bradley County Schools,traditional_lea,,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bradleyschools.org/departments/technology/bcs-approved-ai-programs,Listed as Magic School on BCS approved AI programs list.,Bradley County Schools,
TN,Bradley County Schools,traditional_lea,,classroom_genai,SchoolAI,SchoolAI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bradleyschools.org/departments/technology/bcs-approved-ai-programs,Listed as School AI on BCS approved AI programs list.,Bradley County Schools,
TN,Bradley County Schools,traditional_lea,,classroom_genai,Brisk Teaching,Brisk,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bradleyschools.org/departments/technology/bcs-approved-ai-programs,Listed as Brisk Teaching on BCS approved AI programs list.,Bradley County Schools,
TN,Bradley County Schools,traditional_lea,,classroom_genai,Diffit,Diffit,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bradleyschools.org/departments/technology/bcs-approved-ai-programs,On BCS approved AI programs list.,Bradley County Schools,
TN,Bradley County Schools,traditional_lea,,classroom_genai,Perplexity,Perplexity AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bradleyschools.org/departments/technology/bcs-approved-ai-programs,On BCS approved AI programs list.,Bradley County Schools,
TN,Bradley County Schools,traditional_lea,,classroom_genai,Canva,Canva AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bradleyschools.org/departments/technology/bcs-approved-ai-programs,Canva on BCS approved AI programs list.,Bradley County Schools,
TN,Bradley County Schools,traditional_lea,,classroom_genai,MusicHero,MusicHero AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bradleyschools.org/departments/technology/bcs-approved-ai-programs,On BCS approved AI programs list.,Bradley County Schools,
TN,Bradley County Schools,traditional_lea,,classroom_genai,Suno,Suno AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bradleyschools.org/departments/technology/bcs-approved-ai-programs,On BCS approved AI programs list.,Bradley County Schools,
TN,Cannon County Schools,traditional_lea,,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.ccstn.net/apps/pages/index.jsp?pREC_ID=2628849&type=d&uREC_ID=2145681,Named on Cannon currently approved AI Programs for student use.,Cannon County Schools,
TN,Cannon County Schools,traditional_lea,,classroom_genai,SchoolAI,SchoolAI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.ccstn.net/apps/pages/index.jsp?pREC_ID=2628849&type=d&uREC_ID=2145681,Named as School AI on Cannon student-approved AI list.,Cannon County Schools,
TN,Cannon County Schools,traditional_lea,,classroom_genai,Canva,Canva AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.ccstn.net/apps/pages/index.jsp?pREC_ID=2628849&type=d&uREC_ID=2145681,Named on Cannon student-approved AI list.,Cannon County Schools,
TN,Cannon County Schools,traditional_lea,,classroom_genai,PlayLab,PlayLab,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.ccstn.net/apps/pages/index.jsp?pREC_ID=2628849&type=d&uREC_ID=2145681,Named on Cannon student-approved AI list.,Cannon County Schools,
TN,Cannon County Schools,traditional_lea,,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.ccstn.net/apps/pages/index.jsp?pREC_ID=2628849&type=d&uREC_ID=2145681,Gemini AI approved for teachers/staff only on Cannon AI page.,Cannon County Schools,
TN,Cheatham County Schools,traditional_lea,,classroom_genai,OpenAI,ChatGPT,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.cheathamcountyschools.net/apps/pages/index.jsp?pREC_ID=2625977&type=d&uREC_ID=1293750|https://4.files.edl.io/61d7/09/25/24/140121-8ba0005e-b248-49c1-ba6d-ab965854a3bc.pdf,On CCSD Approved Generative AI Platforms list (Chat GPT).,Cheatham County Schools,
TN,Cheatham County Schools,traditional_lea,,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.cheathamcountyschools.net/apps/pages/index.jsp?pREC_ID=2625977&type=d&uREC_ID=1293750|https://4.files.edl.io/61d7/09/25/24/140121-8ba0005e-b248-49c1-ba6d-ab965854a3bc.pdf,On CCSD approved GenAI platforms (Gemini AI).,Cheatham County Schools,
TN,Cheatham County Schools,traditional_lea,,classroom_genai,Anthropic,Claude AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.cheathamcountyschools.net/apps/pages/index.jsp?pREC_ID=2625977&type=d&uREC_ID=1293750|https://4.files.edl.io/61d7/09/25/24/140121-8ba0005e-b248-49c1-ba6d-ab965854a3bc.pdf,On CCSD approved GenAI platforms.,Cheatham County Schools,
TN,Cheatham County Schools,traditional_lea,,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.cheathamcountyschools.net/apps/pages/index.jsp?pREC_ID=2625977&type=d&uREC_ID=1293750|https://4.files.edl.io/61d7/09/25/24/140121-8ba0005e-b248-49c1-ba6d-ab965854a3bc.pdf,On CCSD approved GenAI platforms (Microsoft Co-Pilot).,Cheatham County Schools,
TN,Cheatham County Schools,traditional_lea,,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.cheathamcountyschools.net/apps/pages/index.jsp?pREC_ID=2625977&type=d&uREC_ID=1293750|https://4.files.edl.io/61d7/09/25/24/140121-8ba0005e-b248-49c1-ba6d-ab965854a3bc.pdf,On CCSD approved GenAI platforms (Magicschool AI).,Cheatham County Schools,
TN,Cleveland City Schools,traditional_lea,,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.clevelandbanner.com/news/magicschools-chatbots-revolutionizing-learning-at-cleveland-city-schools/article_80ef188f-d2c9-59e1-8c60-3e9339725f7a.html,Cleveland Banner Dec 2025: MagicSchool chatbots on CCS iPads for K-12 students; board update praised program. Not an exclusive ChatGPT y/n allowlist.,Cleveland City Schools,
TN,Collierville City Schools,traditional_lea,,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://colliervilleschools.org/ai,Approved for staff and students grades 9-12 on Collierville AI Initiative page.,Collierville City Schools,
TN,Collierville City Schools,traditional_lea,,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://colliervilleschools.org/ai,Approved for staff use only on Collierville approved AI tools list.,Collierville City Schools,
TN,Collierville City Schools,traditional_lea,,classroom_genai,Canva,Canva AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://colliervilleschools.org/ai,AI features approved for staff use only on Collierville list.,Collierville City Schools,
TN,Collierville City Schools,traditional_lea,,classroom_genai,Discovery Education,Discovery Education AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://colliervilleschools.org/ai,Approved for staff use only on Collierville approved AI tools list.,Collierville City Schools,
TN,Dyersburg City Schools,traditional_lea,,classroom_genai,OpenAI,ChatGPT,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.dyersburgcityschools.org/ai,Named on Dyersburg District Approved AI graphic list.,Dyersburg City Schools,
TN,Dyersburg City Schools,traditional_lea,,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.dyersburgcityschools.org/ai,Listed as CoPilot on Dyersburg District Approved AI list.,Dyersburg City Schools,
TN,Dyersburg City Schools,traditional_lea,,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.dyersburgcityschools.org/ai,Named on Dyersburg District Approved AI list.,Dyersburg City Schools,
TN,Dyersburg City Schools,traditional_lea,,classroom_genai,Canva,Canva AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.dyersburgcityschools.org/ai,Named on Dyersburg District Approved AI list.,Dyersburg City Schools,
TN,Dyersburg City Schools,traditional_lea,,classroom_genai,Brisk Teaching,Brisk,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.dyersburgcityschools.org/ai,Named on Dyersburg District Approved AI list.,Dyersburg City Schools,
TN,Dyersburg City Schools,traditional_lea,,classroom_genai,Diffit,Diffit,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.dyersburgcityschools.org/ai,Named on Dyersburg District Approved AI list.,Dyersburg City Schools,
TN,Dyersburg City Schools,traditional_lea,,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.dyersburgcityschools.org/ai,Listed as Magic School on Dyersburg District Approved AI list.,Dyersburg City Schools,
TN,Dyersburg City Schools,traditional_lea,,classroom_genai,Google,NotebookLM,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.dyersburgcityschools.org/ai,Named on Dyersburg District Approved AI list.,Dyersburg City Schools,
TN,Dyersburg City Schools,traditional_lea,,classroom_genai,Almanack,Almanack,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.dyersburgcityschools.org/ai,Named on Dyersburg District Approved AI list.,Dyersburg City Schools,
TN,Franklin Special School District,traditional_lea,,classroom_genai,Canva,Canva for Education,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.williamsonherald.com/features/education/fsd-shares-annual-ai-report/article_f41292b2-f482-4ace-8c57-f0220b537e3b.html,2025-26 AI report: student LLM ChatGPT/Gemini prohibited; student AI limited to tools where AI is a feature (e.g. Canva for Education).,Franklin Special School District,
TN,Germantown City Schools,traditional_lea,,classroom_genai,SchoolAI,SchoolAI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.gmsdk12.org/p/~board/gmsd-news/post/gmsd-educators-gather-to-tackle-ai-in-the-classroomwith-guardrails-and-purpose,GMSD 2025 AI Institute trained educators on SchoolAI; district chose education-built tools with safeguards.,Germantown City Schools,
TN,Germantown City Schools,traditional_lea,,classroom_genai,Brisk Teaching,Brisk,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.gmsdk12.org/p/~board/gmsd-news/post/gmsd-educators-gather-to-tackle-ai-in-the-classroomwith-guardrails-and-purpose,GMSD AI Institute included Brisk training.,Germantown City Schools,
TN,Germantown City Schools,traditional_lea,,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.gmsdk12.org/p/~board/gmsd-news/post/gmsd-educators-gather-to-tackle-ai-in-the-classroomwith-guardrails-and-purpose,GMSD AI Institute hands-on exploration of Gemini.,Germantown City Schools,
TN,Germantown City Schools,traditional_lea,,classroom_genai,Google,NotebookLM,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.gmsdk12.org/p/~board/gmsd-news/post/gmsd-educators-gather-to-tackle-ai-in-the-classroomwith-guardrails-and-purpose,GMSD AI Institute hands-on exploration of NotebookLM.,Germantown City Schools,
TN,Hamblen County Schools,traditional_lea,,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.hcboe.net/departments/instruction-administration/hamblen-county-schools-ai-information-and-policy/ai-handbook,AI Handbook: only district-approved AI tools for students are Magic School AI and teacher-assigned Gemini.,Hamblen County Schools,
TN,Hamblen County Schools,traditional_lea,,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.hcboe.net/departments/instruction-administration/hamblen-county-schools-ai-information-and-policy/ai-handbook,Teacher-assigned Gemini tools approved for students per Hamblen AI Handbook.,Hamblen County Schools,
TN,Lakeland City Schools,traditional_lea,,classroom_genai,SchoolAI,SchoolAI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.lakelandk12.org/departments/technology/ai,District license; student access limited to teacher-created Spaces with DPA.,Lakeland City Schools,
TN,Lakeland City Schools,traditional_lea,,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.lakelandk12.org/departments/technology/ai,Available for staff; not enabled for student use per Lakeland AI page.,Lakeland City Schools,
TN,Lakeland City Schools,traditional_lea,,classroom_genai,Laguna Beach USD / AI Trust You,AI Trust You,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.lakelandk12.org/departments/technology/ai,Google Doc add-on for AI usage transparency/integrity (Lakeland AI page).,Lakeland City Schools,
TN,Metro Nashville Public Schools,traditional_lea,,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.mnps.org/departments/technology/artificial-intelligence,Listed for teachers on MNPS approved AI tools (as of Mar 1 2026).,Metro Nashville Public Schools,
TN,Metro Nashville Public Schools,traditional_lea,,classroom_genai,Canva,Canva AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.mnps.org/departments/technology/artificial-intelligence,Listed for teachers and students on MNPS approved AI tools.,Metro Nashville Public Schools,
TN,Metro Nashville Public Schools,traditional_lea,,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.mnps.org/departments/technology/artificial-intelligence,Listed for teachers; teacher-directed classroom use for students on MNPS AI page.,Metro Nashville Public Schools,
TN,Metro Nashville Public Schools,traditional_lea,,classroom_genai,PowerSchool,PowerBuddy in Schoology,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.mnps.org/departments/technology/artificial-intelligence,Listed for teachers; students grades 6-12 on MNPS approved AI tools.,Metro Nashville Public Schools,
TN,Metro Nashville Public Schools,traditional_lea,,classroom_genai,Lumi,Lumi Story AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,piloting,,2026-09-14,https://www.mnps.org/departments/technology/artificial-intelligence,Piloting in 2026 on MNPS student approved AI list.,Metro Nashville Public Schools,
TN,Metro Nashville Public Schools,traditional_lea,,classroom_genai,CourseMojo,CourseMojo,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.mnps.org/departments/technology/artificial-intelligence,Limited use during middle school PLT on MNPS student approved AI list.,Metro Nashville Public Schools,
TN,Metro Nashville Public Schools,traditional_lea,,classroom_genai,Newsela,Newsela,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.mnps.org/departments/technology/artificial-intelligence,Limited use during middle school PLT on MNPS student approved AI list.,Metro Nashville Public Schools,
TN,Montgomery County Schools,traditional_lea,,classroom_genai,OpenAI,ChatGPT,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://employees.cmcss.net/SoftwareStatus/EmployeeView,CMCSS Software Status: Chat GPT approved Administrative Use (dated 6/2/2025).,Montgomery County Schools,
TN,Montgomery County Schools,traditional_lea,,classroom_genai,Anthropic,Claude AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://employees.cmcss.net/SoftwareStatus/EmployeeView,CMCSS Software Status: Claude AI approved Instructional Use (dated 3/26/2026).,Montgomery County Schools,
TN,Morgan County Schools,traditional_lea,,classroom_genai,Canva,Canva for Education,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.mcsed.net/apps/pages/index.jsp?pREC_ID=2677489&type=d&uREC_ID=4322035,Named on Morgan Approved AI Platforms for Student Use.,Morgan County Schools,
TN,Morgan County Schools,traditional_lea,,classroom_genai,MirrorTalk,MirrorTalk,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.mcsed.net/apps/pages/index.jsp?pREC_ID=2677489&type=d&uREC_ID=4322035,Named on Morgan Approved AI Platforms for Student Use (SEL support).,Morgan County Schools,
TN,Obion County Schools,traditional_lea,,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.obioncountyschools.com/for-students/approved-artificial-intelligence-clone,Obion published approved AI page centers Copilot; ChatGPT absent from named set (prior chatgpt=no).,Obion County Schools,
TN,Overton County Schools,traditional_lea,,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.oc-sd.com/page/approved-ai-resources,Overton: Microsoft Copilot is the only approved AI technology (prior chatgpt=no).,Overton County Schools,
TN,Rutherford County Schools,traditional_lea,,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.rcschools.net/apps/pages/rcsaitraining,RCS: Magic School AI / Magic Student approved for student use with teacher supervision after training.,Rutherford County Schools,
